iter	Logloss
632	0.1736401407
633	0.1735785453
634	0.1733927356
635	0.173364564
636	0.1730639879
637	0.1729721522
638	0.1729161049
639	0.1728913815
640	0.1728259385
641	0.1727004663
642	0.1724959732
643	0.1723749871
644	0.1721854696
645	0.1721402026
646	0.1720776579
647	0.1720662105
648	0.1720298929
649	0.1719807715
650	0.1718239103
651	0.1717469313
652	0.1717250956
653	0.171652229
654	0.1716199979
655	0.1715326268
656	0.1714699907
657	0.1714648754
658	0.1714208692
659	0.171350644
660	0.1712946455
661	0.171274872
662	0.1711840884
663	0.1711586891
664	0.1710914025
665	0.1710337684
666	0.1708826009
667	0.1707112742
668	0.1705861087
669	0.1705470653
670	0.1705270482
671	0.1705079106
672	0.1704838965
673	0.1704653274
674	0.1704275066
675	0.1704121225
676	0.1703469475
677	0.1702773278
678	0.1702236829
679	0.1701946236
680	0.1701443389
681	0.1701332318
682	0.1699893858
683	0.1699650152
684	0.1699614012
685	0.1698509334
686	0.1698077954
687	0.169718809
688	0.1696830264
689	0.1695687121
690	0.1695572764
691	0.1695076897
692	0.1693769327
693	0.1692889463
694	0.1690990202
695	0.1690449497
696	0.1689992448
697	0.1689517553
698	0.1689219653
699	0.1688600197
700	0.1688402029
701	0.1687372917
702	0.1685871337
703	0.1685778687
704	0.1685092426
705	0.1684775408
706	0.1684526689
707	0.1683440325
708	0.1680651532
709	0.1680374335
710	0.1679964323
711	0.1679758077
712	0.1679426509
713	0.167866398
714	0.1678278156
715	0.1677249286
716	0.1677049407
717	0.1676416362
718	0.1675914835
719	0.1675219866
720	0.1675109664
721	0.1674973208
722	0.1673987368
723	0.1673483003
724	0.1673263937
725	0.1672879821
726	0.1672164336
727	0.1672023626
728	0.167168276
729	0.1671188845
730	0.1670129788
731	0.1669277085
732	0.166877031
733	0.1668492965
734	0.1667897235
735	0.1667816233
736	0.1667565995
737	0.1666367889
738	0.1666236636
739	0.1665865278
740	0.1663973526
741	0.1663694318
742	0.1663005312
743	0.1661845466
744	0.166174085
745	0.1661320701
746	0.1660588319
747	0.1659737321
748	0.1659556479
749	0.1659080175
750	0.165888815
751	0.1658559407
752	0.165790029
753	0.1656788519
754	0.1656446492
755	0.1654904471
756	0.1654813989
757	0.1653090089
758	0.1652051062
759	0.1651161696
760	0.1650711319
761	0.1650657367
762	0.1650379967
763	0.16498083
764	0.1647984807
765	0.1647819515
766	0.1647299028
767	0.1646463479
768	0.1646313416
769	0.1645967109
770	0.1645740639
771	0.164562643
772	0.1644730103
773	0.1644647219
774	0.1643992115
775	0.164372638
776	0.1643377135
777	0.1643246674
778	0.1642889778
779	0.1640765631
780	0.1640730237
781	0.1640332021
782	0.1640036342
783	0.1638984292
784	0.1638820562
785	0.1637600602
786	0.1636669573
787	0.1636599815
788	0.1636072761
789	0.1634699594
790	0.1634598959
791	0.1634412895
792	0.1633922572
793	0.1633712396
794	0.1633535007
795	0.1633471239
796	0.1633417975
797	0.16332731
798	0.1632385653
799	0.1631549568
800	0.1630907929
801	0.1630749125
802	0.1630022872
803	0.1629334978
804	0.1629179155
805	0.1627671421
806	0.1627373875
807	0.1626671622
808	0.1626362452
809	0.1625939031
810	0.1623855827
811	0.1623759433
812	0.1623518422
813	0.1623182305
814	0.162297721
815	0.162260147
816	0.1622194706
817	0.1621910679
818	0.1621413909
819	0.1621120612
820	0.1619116382
821	0.161883752
822	0.1618153164
823	0.1617711861
824	0.1617411063
825	0.1616475688
826	0.1616230436
827	0.1615287114
828	0.1614146881
829	0.1612639143
830	0.1612382149
831	0.161025153
832	0.1609003347
833	0.1608397891
834	0.1608308864
835	0.1607217435
836	0.1606963419
837	0.1606439077
838	0.1606131518
839	0.1605784388
840	0.160526394
841	0.1603101925
842	0.1600129092
843	0.1599934461
844	0.1599852066
845	0.1599561817
846	0.1598375085
847	0.1597691376
848	0.1596792608
849	0.159650826
850	0.1596062989
851	0.1595839307
852	0.1595262273
853	0.1594491958
854	0.1594121791
855	0.1593023394
856	0.1592367224
857	0.1591914256
858	0.1591636402
859	0.1591422511
860	0.1589196672
861	0.1588057834
862	0.1587688426
863	0.1587008509
864	0.1586349265
865	0.158526149
866	0.1584815627
867	0.1584561608
868	0.1583333658
869	0.1582386902
870	0.1581663019
871	0.1581354852
872	0.1580914175
873	0.1579994126
874	0.1578709427
875	0.157857858
876	0.1577843906
877	0.1577639449
878	0.1576174084
879	0.1574299419
880	0.1573689678
881	0.1573551994
882	0.1572229681
883	0.157184249
884	0.1571747076
885	0.1571523217
886	0.1570196721
887	0.1570041761
888	0.1569976866
889	0.1569333164
890	0.1568693413
891	0.156846383
892	0.1567595632
893	0.1566788962
894	0.1566569691
895	0.1566372117
896	0.1566252905
897	0.1564484417
898	0.1563237627
899	0.1563008507
900	0.1562861494
901	0.1562562315
902	0.1562549962
903	0.1562113759
904	0.1562028748
905	0.156124884
906	0.1560813924
907	0.1560682216
908	0.1560592752
909	0.1558727576
910	0.1557608961
911	0.1555068669
912	0.1554914898
913	0.1554798057
914	0.1554487326
915	0.1554040047
916	0.1553235105
917	0.1551722139
918	0.1551635133
919	0.1551546154
920	0.1551485489
921	0.1551325011
922	0.1551088799
923	0.1550916585
924	0.1550148264
925	0.1549888549
926	0.1549342037
927	0.1549283413
928	0.1548731877
929	0.1547987048
930	0.154791706
931	0.1547673982
932	0.1546696198
933	0.1546639078
934	0.1546252896
935	0.1545857994
936	0.1545817099
937	0.1545782142
938	0.1545411615
939	0.154450553
940	0.1543713014
941	0.1543541035
942	0.1542791933
943	0.1542746041
944	0.1541597703
945	0.1540620125
946	0.1540513776
947	0.1539879528
948	0.153979503
949	0.1539578493
950	0.1539315082
951	0.153877655
952	0.153821861
953	0.1537724842
954	0.153713247
955	0.1536607976
956	0.1535548107
957	0.1535434683
958	0.1533074375
959	0.1532308867
960	0.1532089379
961	0.1531995631
962	0.1529684916
963	0.1529022446
964	0.152887971
965	0.1528564799
966	0.1528466166
967	0.1527675841
968	0.1527381883
969	0.1527207949
970	0.1527060564
971	0.1525027958
972	0.1524792415
973	0.1524774435
974	0.1523474481
975	0.1523306013
976	0.1522991942
977	0.1522531067
978	0.1522393533
979	0.152221087
980	0.1522126472
981	0.152204251
982	0.1521835135
983	0.1520897719
984	0.1520809668
985	0.1520752152
986	0.152029636
987	0.1520047834
988	0.1519464059
989	0.1519367016
990	0.1518770416
991	0.1518614079
992	0.1518493615
993	0.1518071326
994	0.1517888744
995	0.1516644488
996	0.1516565316
997	0.151616783
998	0.1515567991
999	0.1515439261
